Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Pelham Parkway,40.857413498088654,-73.85475564017999,Liberty Donut & Coffee Shop,40.85533922011825,-73.85533281832504,Coffee Shop
Pelham Parkway,40.857413498088654,-73.85475564017999,Bronx house,40.8566890843586,-73.86046675741161,Performing Arts Venue
Pelham Parkway,40.857413498088654,-73.85475564017999,Pasta Pasta,40.85478806485715,-73.85492881053774,Italian Restaurant
Pelham Parkway,40.857413498088654,-73.85475564017999,SUBWAY,40.85447023103968,-73.85484845781009,Sandwich Place
Pelham Parkway,40.857413498088654,-73.85475564017999,Los Viajeros,40.85922591550114,-73.85005305317975,Food Truck
Pelham Parkway,40.857413498088654,-73.85475564017999,Milano Italian Delicatessen,40.85657378113683,-73.85582475342396,Deli / Bodega
Pelham Parkway,40.857413498088654,-73.85475564017999,MTA Subway - Pelham Parkway (5),40.8587404743788,-73.85560769910067,Metro Station
Pelham Parkway,40.857413498088654,-73.85475564017999,"MTA MaBSTOA Bus at Pelham Parkway & Williamsbridge Rd: (Bx8, Bx12 & +Select [SBS])",40.85755857322551,-73.85683550142716,Bus Station
Pelham Parkway,40.857413498088654,-73.85475564017999,Rose Petal Floral Designs,40.85697726208196,-73.85483980178833,Flower Shop
Pelham Parkway,40.857413498088654,-73.85475564017999,XO Cigar Lounge,40.856154832731505,-73.85581326762136,Smoke Shop
Pelham Parkway,40.857413498088654,-73.85475564017999,Fresh Tortillas (Tex-Mex Express) & Japanese Restaurant,40.85600510798996,-73.8556898225425,Food
Pelham Parkway,40.857413498088654,-73.85475564017999,Fresh Tortillas,40.85598720535106,-73.85563665121843,Mexican Restaurant
Pelham Parkway,40.857413498088654,-73.85475564017999,Great Wall Chinese Restaurant,40.85526714280669,-73.85518729036599,Chinese Restaurant
Pelham Parkway,40.857413498088654,-73.85475564017999,Williamsbridge Wines & Liqour,40.85452166068966,-73.85477379971088,Liquor Store
Pelham Parkway,40.857413498088654,-73.85475564017999,Champion Home Remodeling,40.85512,-73.85237,Home Service
City Island,40.847246704918135,-73.78648845267412,City Island Diner,40.847237825113424,-73.78624488983156,Diner
City Island,40.847246704918135,-73.78648845267412,Artie's Steak and Seafood,40.849542144998146,-73.78731730033616,Italian Restaurant
City Island,40.847246704918135,-73.78648845267412,Lickety Split Ice Cream,40.84676548172612,-73.7864031834924,Ice Cream Shop
City Island,40.847246704918135,-73.78648845267412,Bistro SK,40.84638676701103,-73.78626182722242,French Restaurant
City Island,40.847246704918135,-73.78648845267412,Crab Shanty,40.84880668044417,-73.78721145699679,Seafood Restaurant
City Island,40.847246704918135,-73.78648845267412,Black Whale,40.846397849807644,-73.78643822317905,American Restaurant
City Island,40.847246704918135,-73.78648845267412,Seafood City,40.85096727524957,-73.7897782218804,Seafood Restaurant
City Island,40.847246704918135,-73.78648845267412,Amadiz Cigars,40.85136377651722,-73.78848053398241,Smoke Shop
City Island,40.847246704918135,-73.78648845267412,Starving Artist Cafe & Gallery,40.84542005194321,-73.78580638915213,Music Venue
City Island,40.847246704918135,-73.78648845267412,City Island Nautical Museum,40.847624203536704,-73.78450645059519,History Museum
City Island,40.847246704918135,-73.78648845267412,Filomena's Pizza & Pasta,40.846745636130926,-73.78618942327299,Pizza Place
City Island,40.847246704918135,-73.78648845267412,Chase Bank,40.8441147,-73.7855402,Bank
City Island,40.847246704918135,-73.78648845267412,The Snug,40.84719881133644,-73.78646581041706,Bar
City Island,40.847246704918135,-73.78648845267412,City Island Liquors,40.848607045046684,-73.78727134124009,Liquor Store
City Island,40.847246704918135,-73.78648845267412,Papa John's Deli,40.847668423346974,-73.78668057425612,Deli / Bodega
City Island,40.847246704918135,-73.78648845267412,City Island Pharmacy,40.846941590670994,-73.78637041292833,Pharmacy
City Island,40.847246704918135,-73.78648845267412,JGL Wines and Liquor,40.84847,-73.78695992,Wine Shop
City Island,40.847246704918135,-73.78648845267412,Dan's Parent's House,40.845095,-73.785788,Thrift / Vintage Store
City Island,40.847246704918135,-73.78648845267412,Robots & Rayguns,40.845016,-73.785885,Thrift / Vintage Store
City Island,40.847246704918135,-73.78648845267412,New York Sailing Center & Yacht Club,40.845372224244144,-73.7838363647461,Harbor / Marina
City Island,40.847246704918135,-73.78648845267412,Ambrosia Park,40.8441821465368,-73.78531806941565,Park
City Island,40.847246704918135,-73.78648845267412,Fenton Marine,40.848641,-73.78247,Harbor / Marina
City Island,40.847246704918135,-73.78648845267412,Rays Cafe Resturant,40.84389507361973,-73.78532230854034,Spanish Restaurant
City Island,40.847246704918135,-73.78648845267412,Boatmax,40.843446954938514,-73.78383012304349,Harbor / Marina
City Island,40.847246704918135,-73.78648845267412,Stuyvesant Yacht Club,40.843405404239135,-73.78918438009727,Harbor / Marina
Bedford Park,40.870185164975325,-73.8855121841913,E. Mosholu Parkway South and Bainbridge Ave,40.87224819764808,-73.88228625969055,Park
Bedford Park,40.870185164975325,-73.8855121841913,Bedford Park Gourmet Deli,40.86800966320367,-73.8842049508711,Deli / Bodega
Bedford Park,40.870185164975325,-73.8855121841913,Jolly Tinker,40.86745127461597,-73.88353583600046,Bar
Bedford Park,40.870185164975325,-73.8855121841913,National Restaurant & Coffee,40.87300715055455,-73.88908200028848,Diner
Bedford Park,40.870185164975325,-73.8855121841913,Webster Cafe,40.86728998621904,-73.8836194832744,Diner
Bedford Park,40.870185164975325,-73.8855121841913,My Place Family Pizza,40.86926155772971,-73.88947570131111,Pizza Place
Bedford Park,40.870185164975325,-73.8855121841913,Madden's Pub,40.87298848588746,-73.88869859193673,Pub
Bedford Park,40.870185164975325,-73.8855121841913,Bedford Cafe Restaurant,40.87341387211989,-73.88919548256142,Diner
Bedford Park,40.870185164975325,-73.8855121841913,SUBWAY,40.86702810635262,-73.88391701697157,Sandwich Place
Bedford Park,40.870185164975325,-73.8855121841913,Jerome's Pizza,40.87310727496674,-73.88904984641387,Pizza Place
Bedford Park,40.870185164975325,-73.8855121841913,OK Mr. Pancho,40.86712,-73.88353101,Mexican Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,Choi Yuan - Chinese Restaurant,40.873077802879685,-73.88908621196552,Chinese Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,Las Maravillas De Mexico,40.87313535316203,-73.88901886539281,Mexican Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,Pioneer Cherry Valley Marketplace,40.866898214837654,-73.88382629206778,Supermarket
Bedford Park,40.870185164975325,-73.8855121841913,CTown Supermarkets,40.873934575808164,-73.8840049558067,Supermarket
Bedford Park,40.870185164975325,-73.8855121841913,Family Dollar,40.86706540574046,-73.88405259376377,Discount Store
Bedford Park,40.870185164975325,-73.8855121841913,Dunkin' Donuts,40.873236,-73.88584634606862,Donut Shop
Bedford Park,40.870185164975325,-73.8855121841913,Hung Hing Chinese Restaurant,40.871181206606806,-73.88675855253665,Chinese Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,La Rola Resturant,40.86621609620156,-73.88613344698695,Spanish Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,SUBWAY,40.872585858388554,-73.8896375901331,Sandwich Place
Bedford Park,40.870185164975325,-73.8855121841913,Rite Aid,40.8694755,-73.8893671,Pharmacy
Bedford Park,40.870185164975325,-73.8855121841913,Metro North - Botanical Garden Train Station,40.867468425056806,-73.88145364946986,Train Station
Bedford Park,40.870185164975325,-73.8855121841913,Leroy Pharmacy,40.86884151287311,-73.8837734649393,Pharmacy
Bedford Park,40.870185164975325,-73.8855121841913,Bedford Pizza,40.867731972856994,-73.88408353719713,Pizza Place
Bedford Park,40.870185164975325,-73.8855121841913,Mi Favorita,40.86862002224549,-73.88222309628317,Deli / Bodega
Bedford Park,40.870185164975325,-73.8855121841913,Mary's Cleaners,40.868588906256214,-73.88216567498607,Dry Cleaner
Bedford Park,40.870185164975325,-73.8855121841913,Zipcar MPG Parking,40.86755,-73.883103,Rental Car Location
Bedford Park,40.870185164975325,-73.8855121841913,"MTA MaBSTOA Bus at Webster Ave & Bedford Park Blvd: (Bx26, Bx41 & +Select [SBS])",40.867219547789105,-73.88368244225019,Bus Station
Bedford Park,40.870185164975325,-73.8855121841913,A&M Deli Grocery,40.86947501666667,-73.8898592,Convenience Store
Bedford Park,40.870185164975325,-73.8855121841913,Kennedy's Fried Chicken & Sandwiches,40.8735882,-73.88518641,Fast Food Restaurant
Bedford Park,40.870185164975325,-73.8855121841913,Mi Casa Bakery,40.872775448755775,-73.88887725980516,Bakery
Bedford Park,40.870185164975325,-73.8855121841913,243 Valentine Discount,40.8686568706607,-73.88995759103315,Convenience Store
Bedford Park,40.870185164975325,-73.8855121841913,CFSC The Check Cashing Place,40.8677009136724,-73.88929727120104,Check Cashing Service
Bedford Park,40.870185164975325,-73.8855121841913,Frisch Field,40.868608611572064,-73.88068419969964,Baseball Field
Bedford Park,40.870185164975325,-73.8855121841913,E. 198 St & Grand Concourse,40.87005,-73.891044,Intersection
Bedford Park,40.870185164975325,-73.8855121841913,Kennedy Fried Chicken & Pizza,40.87028420837393,-73.89106003308734,Fried Chicken Joint
Bedford Park,40.870185164975325,-73.8855121841913,Styles Barbershop,40.871678,-73.890759,Health & Beauty Service
Bedford Park,40.870185164975325,-73.8855121841913,Burgers On Wheels,40.86621821300036,-73.88279730832807,Food Truck
University Heights,40.85572707719664,-73.91041596191309,Accra Resturant,40.85387109221504,-73.90842103412992,African Restaurant
University Heights,40.85572707719664,-73.91041596191309,Wingstop,40.8540931012956,-73.90789897469828,Wings Joint
University Heights,40.85572707719664,-73.91041596191309,Chase Bank,40.854087,-73.907631,Bank
University Heights,40.85572707719664,-73.91041596191309,Payless ShoeSource,40.85359952553111,-73.9071882784982,Shoe Store
University Heights,40.85572707719664,-73.91041596191309,Liberato,40.85374410338502,-73.90796581959464,Latin American Restaurant
University Heights,40.85572707719664,-73.91041596191309,Dunkin Donuts,40.853816523257144,-73.90872387848046,Donut Shop
University Heights,40.85572707719664,-73.91041596191309,Subway,40.85388737046262,-73.90728484194736,Sandwich Place
University Heights,40.85572707719664,-73.91041596191309,Food Dynasty,40.8537718778922,-73.90926718711853,Supermarket
University Heights,40.85572707719664,-73.91041596191309,Domino's Pizza,40.8545414547471,-73.90703652800767,Pizza Place
University Heights,40.85572707719664,-73.91041596191309,Au Bon Pain,40.858061919548035,-73.91203969692151,Bakery
University Heights,40.85572707719664,-73.91041596191309,Bravo Supermarkets,40.85393565221245,-73.91414402326542,Grocery Store
University Heights,40.85572707719664,-73.91041596191309,Papa John's Pizza,40.852413177490234,-73.90889739990234,Pizza Place
University Heights,40.85572707719664,-73.91041596191309,Hall of Fame for Great Americans,40.858679144464936,-73.91449458730676,History Museum
University Heights,40.85572707719664,-73.91041596191309,McDonald's,40.85433587445503,-73.907281011343,Fast Food Restaurant
University Heights,40.85572707719664,-73.91041596191309,Foot Locker,40.853495,-73.907049,Shoe Store
University Heights,40.85572707719664,-73.91041596191309,Texas Chicken and Burgers,40.854089375226536,-73.90789513640976,Burger Joint
University Heights,40.85572707719664,-73.91041596191309,NO.1 Chinese Restaurant,40.85562919771903,-73.91399171283997,Chinese Restaurant
University Heights,40.85572707719664,-73.91041596191309,KFC,40.85376578342685,-73.90733899003396,Fast Food Restaurant
University Heights,40.85572707719664,-73.91041596191309,Rite Aid,40.8537086,-73.9058889,Pharmacy
University Heights,40.85572707719664,-73.91041596191309,Kennedy Fried Chicken & Pizza,40.85226837959625,-73.91069623930203,Fried Chicken Joint
University Heights,40.85572707719664,-73.91041596191309,Elena's Restaurant,40.85199990502187,-73.90981207837609,Mexican Restaurant
University Heights,40.85572707719664,-73.91041596191309,NO.1 restaurant,40.851820939664364,-73.90972595859088,Chinese Restaurant
University Heights,40.85572707719664,-73.91041596191309,Morena Restaurant,40.856427664366876,-73.90517877986734,Restaurant
University Heights,40.85572707719664,-73.91041596191309,Paradise Deli,40.854175,-73.915421,Food
University Heights,40.85572707719664,-73.91041596191309,Renovation Unisex Beauty Salon,40.854272512345744,-73.91549015883658,Cosmetics Shop
University Heights,40.85572707719664,-73.91041596191309,Cuchara Restuarant And Lounge,40.854449,-73.915804,Spanish Restaurant
University Heights,40.85572707719664,-73.91041596191309,"MTA MaBSTOA Bus at East / West Tremont Ave & Jerome Ave: (Bx32, Bx36 + LTD)",40.851618933199816,-73.90887889117148,Bus Station
University Heights,40.85572707719664,-73.91041596191309,Augie Deli & Grocery,40.854238287221364,-73.91577147499775,Convenience Store
Morris Heights,40.847897926062714,-73.91967159119567,Yoly Restaurant,40.8460420585989,-73.91971559956264,Spanish Restaurant
Morris Heights,40.847897926062714,-73.91967159119567,CTown Supermarkets,40.84921753311762,-73.91694343560889,Grocery Store
Morris Heights,40.847897926062714,-73.91967159119567,My Pizza,40.849670435102155,-73.91681699790597,Pizza Place
Morris Heights,40.847897926062714,-73.91967159119567,Chimi Spot,40.84433034490955,-73.92322333453816,Food Truck
Morris Heights,40.847897926062714,-73.91967159119567,Rite Aid,40.845969,-73.918525,Pharmacy
Morris Heights,40.847897926062714,-73.91967159119567,Chase Bank,40.850381,-73.916217,Bank
Morris Heights,40.847897926062714,-73.91967159119567,Chimi Truck @E174 St. & Jerome Ave,40.84509237119879,-73.91620780130019,Food Truck
Morris Heights,40.847897926062714,-73.91967159119567,Mamajuana,40.84493820832462,-73.92094991614259,Latin American Restaurant
Morris Heights,40.847897926062714,-73.91967159119567,Plimpton Ave Park,40.84402118374983,-73.92190865896139,Playground
Morris Heights,40.847897926062714,-73.91967159119567,"MTA MaBSTOA Bus at University Avenue / E. Grant Highway (Cross Bx Expwy): (Bx3, Bx11, Bx13, Bx35, Bx36)",40.84427926256072,-73.92275257836698,Bus Station
Fordham,40.86099679638654,-73.89642655981623,Fresh Frutii,40.86172173610795,-73.89868241533442,Juice Bar
Fordham,40.86099679638654,-73.89642655981623,188 Bakery Cuchifritos,40.861601957429656,-73.89831076218098,Latin American Restaurant
Fordham,40.86099679638654,-73.89642655981623,Corky's,40.8633837630958,-73.89651501651548,Diner
Fordham,40.86099679638654,-73.89642655981623,Paradise Theater,40.86049894842506,-73.89846324920653,Music Venue
Fordham,40.86099679638654,-73.89642655981623,Blink Fitness Fordham,40.85939854209763,-73.89844296398725,Gym
Fordham,40.86099679638654,-73.89642655981623,Pollo Campero,40.86096,-73.897599,Fried Chicken Joint
Fordham,40.86099679638654,-73.89642655981623,Blink Fitness,40.859481537820926,-73.89851990466835,Gym / Fitness Center
Fordham,40.86099679638654,-73.89642655981623,Fordham Restaurant,40.86273352895031,-73.89677774336448,Diner
Fordham,40.86099679638654,-73.89642655981623,Primavera Cafe,40.86200374119285,-73.89153741654775,Café
Fordham,40.86099679638654,-73.89642655981623,Best Italian Pizza,40.86247494823356,-73.89689810209401,Pizza Place
Fordham,40.86099679638654,-73.89642655981623,Lucille Roberts,40.86204870635622,-73.89998100240518,Gym
Fordham,40.86099679638654,-73.89642655981623,Morton Williams Supermarkets,40.863211682045566,-73.90086711750804,Supermarket
Fordham,40.86099679638654,-73.89642655981623,GameStop,40.86207718190255,-73.89759619153162,Video Game Store
Fordham,40.86099679638654,-73.89642655981623,Pizza,40.861323826126785,-73.89146770539735,Pizza Place
Fordham,40.86099679638654,-73.89642655981623,Kasike Mofongo House,40.8599293695359,-73.89317656303486,Spanish Restaurant
Fordham,40.86099679638654,-73.89642655981623,Fordham Shopping District,40.86305643342819,-73.89413765091211,Miscellaneous Shop
Fordham,40.86099679638654,-73.89642655981623,AT&T,40.86244660917463,-73.90047367716232,Mobile Phone Shop
Fordham,40.86099679638654,-73.89642655981623,GameStop,40.86180167608591,-73.89228274839579,Video Game Store
Fordham,40.86099679638654,-73.89642655981623,SKECHERS Factory Outlet,40.86218944268527,-73.89415526772524,Shoe Store
Fordham,40.86099679638654,-73.89642655981623,Papaye Restaurant,40.85740693073101,-73.89973827631786,African Restaurant
Fordham,40.86099679638654,-73.89642655981623,North End Wine and Liquor Store,40.86113092660031,-73.89202352931063,Liquor Store
Fordham,40.86099679638654,-73.89642655981623,Finish Line,40.861846053187726,-73.89519766734338,Shoe Store
Fordham,40.86099679638654,-73.89642655981623,Little China City,40.86181086375809,-73.89204620822946,Chinese Restaurant
Fordham,40.86099679638654,-73.89642655981623,Foot Locker,40.862099,-73.8962513,Shoe Store
Fordham,40.86099679638654,-73.89642655981623,Panda Express,40.86300094671129,-73.9008939678601,Chinese Restaurant
Fordham,40.86099679638654,-73.89642655981623,The Vitamin Shoppe,40.8625396,-73.8944199,Supplement Shop
Fordham,40.86099679638654,-73.89642655981623,Modell's Sporting Goods,40.862191,-73.895204,Sporting Goods Shop
